Indonesia,Simalungun,Pronounciation,Part of Speech,Sentence Examples & Related Forms
panas,hodog,hOdOg,Adjective,"au seng tahan bani rumah atap seng  on, hodog huahap aku tidak tahan di rumah atap seng ini, panas kurasa;"
panas,milas,milas,,mesin kareta ai milas tumang halani dommah dokkah mardalan mesin kereta itu panas sekali karena sudah lama berjalan;  sakit hati; genting sekali; berbahaya;
panas,misam,misam,Adjective,tongah on songon na misam pangahap kurasa agak panaslah tengah hari
panas,ongkap,,,
panas (karena tertutup),ongkap,Ok:ap,Adjective,ongkap songon nai tutung panas seperti terbakar
panas hati,dejeng,,,
panas hati;  hati,dejeng,dEjEG,Adjective,"mardenjeng	pangahap manangar hatami panas hati mendengar perkataanmu"
pancang,pajog,pajOg,Noun,- kan;
pancang,torjok,tOrjOk,Noun,bahenma torjok batas tanoh ai i jai! buatlah pancang sebagai batas tanah itu di sana!
pancang,unjar,ujjar,Verb,- kan: maunjarhon besikah ni pansa! memancangkan tiang gubuk!
pancangkan,pajogkon ,,,
pancar,pansar,,,
pancar; me- mancar,pansar,pansar,Verb,songon bah bani pansar seperti air yang me- mancar
pancing,hail,,,
pancing,kail,kail,Noun,; 
pancing; kail,hail,hail,Noun,patar boban hail mu ase  makkail hita! bawa pancingmu besok biar memancing kita!;
pancur,pansur,pansur,Verb,bah ni pansur air pancur
pandai,pandei,pandEy,Adjective,"pb pandei lang tarpanggurui, bodoh lang tarajari pintar tidak dapat dipergurui, bodoh tidak mau diajari;"
pandai,pantas,pantas,Adjective,anggi pantas manghorjakaon horja tangan adik pandai mengerja- kan pekerjaan tangan
pandai,pistar,,,
pandan,baion,bayiOn,Noun,
pandau,pandau,,,
pandau; rawa,pandau,pandaw,Noun,
panen,pariama,,,
pang,puanglima,,,
pang- lima,puanglima,puwaGlima,Noun,
panggang,panggang,paGgaG,Verb,"panggang lobei dekke ai ikan itu dipanggang dulu; ; : ia	mambahen	mamanggang babui dia membuat babi pang- gang;"
panggang,sombah,,,
panggang dengan cara diletakkan langsung di atas bara api,sombah,sObbah,Verb,sombahhonma gadung in hubani nagara in ase podas tongka! masukkanlah ubi itu ke dalam bara api yang marak agar cepat masak!
panggil,angkora,aGkOra,Verb,halak na indilo angkora seorang yang diharap kedatangannya
panggil,dilo,dilO,Raya,dilo amang ase mangan  hita panggil ayah supaya kita makan;
panggil,pio,piyO,Verb,pio lobei anggimu! panggil dulu adikmu! pipi [pipi] n pipi: lemes pipi ni
panggil,taur,taur,Verb,
panggilan,dilo,,,
panggilan antar perempuan yang sebaya atau kepada yang lebih muda,baya,baya,Noun,
panggilan untuk,butet,,,
panggilan untuk,ucok,,,
panggilan untuk,unsok,,,
panggilan untuk anak laki-laki kecil,ucok,ucOk,Noun,
panggilan untuk anak laki-laki kecil,unsok,ussOk,Noun,
panggilan untuk anak lelaki yang sebaya atau lebih muda,ambia,abbia,Pronoun,"ombus lobei apui ai, ambia hembus  dulu api itu, polan"
pangkal,bona,bOna,Raya,"ulang bastu hata na so binotoh bona ujungna jangan ikut bicara yg tidak tahu pangkal ujungnya; seng daoh bonani hubani tutuhoni, pb sifat anak tak jauh dari orang tua;"
pangkalan,bonahon ,,,
pangkas,jambak,,,
pangkas,pangkas,pak:as,Verb,; ; ; tukang pangkas
pangkas; cukur jamban [jamban] n jamban,jambak,jambak,Verb,"daoh jamban	ai	humbani	jabu"
pangku,abing,abiG,Verb,; ; ; ;
pangku,ampu,appu,Verb,ampu ni ombah on pangku adikmu; ; ; ;  memangku  memangku
pangkuan,abingan,,Noun,
pangkuan,abingan ,,,
pangkukan,abinghon,,Verb,
pangkukan,ampuhon,,Verb,
pangkukan,ampuhon ,,,
panjang,gajang,gajaG,Adjective,
panjang,ganjang,ganjaG,Raya,ganjang jambulani anak borunai anak gadis itu panjang
panjang,godang,gOdaG,Adjective,godang tumang hotang ni bobam ai panjang benar rotan yang dibawanya itu
panjang,hor,,,
panjang,landou,landOw:,Adjective,tobu i juma nami domma landon tumang tebu di ladang kami sudah panjang semua
panjang (umur),hor,hOr,Noun,hor hosah panjang umur
panjang kecil,lanjung,lanjuG,Adjective,
panjat,apap,apap,Verb,apap lobei hayu ai panjat panjat dulu pohon itu
panjat,tangkih,takkih,Verb,: manangkih here i hayu ai kera memanjat di pohon itu; ; 
panji,pilou,pilOw,Noun,
pantai,pantei,pantey,Noun,
pantai,pasir,pasir,Noun,eta hu pasir
pantang,bangua,baGua,Noun,bangua do mangan dayo sadari on
pantang,hamali,hamali,Noun,tabu
pantang,pantang,,,
pantang,robu,rObu,,: hata-hata masambar ma robu do isihaphon kata-kata kotor pantang diucapkan
pantang; ,pantang,pantaG,Noun,"ipantanghon mangan daging aili alani lang tahan badanni tidak	diperbolehkan	makan daging babi karena badannya tidak tahan;"
pantas,patut,patut,Adjective,seng patut
pantat,ambom,abbOm,Noun,ambom ni baggal pantatnya besar
pantat,nambOm,nambom,Noun,
pantat,nambom,,,
pantat,pantil,,,
pantat,tombom,tObbOm,Noun,bokong
pantat beruk yang gundul,andal,addal,Noun,andal ni bodat maos seng marbulu on pantat beruk itu sudah hilang bulunya
pantat tabung,suntei,,,
pantat tabung bambu tempat kapur,suntei,suttEy,Noun,
pantun,askei,askEy,Noun,askei ni halak melayu pantun milik orang melayu
pantun,umpasa,uppasa,Noun,
panu,panou,,,
panu (sejenis penyakit kulit),panou,panOw,Noun,
papan,helpat,hElpat,Noun,
papan,papan,papan,Noun,dingdingni sopouni papan rumahnya berdinding papan
papan,rek,,,
para,minggor,,,
para,para,,,
parah,ahir,ahir,Adjective,ahir naborit do danak parah penyakit anak itu
parah,bahat,,,
parah,pahang,pahaG,Adjective,pahang naboritni sakitnya parah
parah,parah,parah,Verb,parah do pangahapni penyakitnya parah;  parah; ;  parah
parang,parang,paraG,Noun,bapa mamboan parang tu juma ayah membawa parang ke ladang; 
para-para,minggor,miGgor,Noun,
para-para,para,para,Noun,tempat barang-barang yang letaknya di atas seperti bagasi di kereta api
parau,sohal,sohal,Adjective,serak (tentang suara)
parit,parik,pari?,Noun,sidea mangkuruk parik dia menggali parit
paru,orak,,,
paruh,padung,paduG,Noun,ongga baggal padung ni burung enggang besar paruhnya
paruh,pauk,pau?,Noun,pauk onggang ganjang  tumang paruh burung elang sangat panjang
parut,kuhur,kuhur,Noun,"kukur; ; ; ; pangkuhur  n  pemarut,		alat untuk  memarut;  parut;	orang memarut"
parut,tikas,tikas,Noun,bekas luka pada kulit
parutan,kuhurkuhur,,Noun,
pasal,pasal,pasal,Noun,
pasang,pasang,,,
pasang; kena- kan,pasang,pasaG,Verb,pasang lobei mandar min! kenakan dahulu kainmu!; - kan;
pasangan,gumei,gumEy,Noun,sonari nando gomeimu na dear itulah pasanganmu yang baik
pasangan,parangguan,,Noun,
pasangan,parangguan ,,,
pasangan,pasangan ,,,
pasangan,rangguan,raGguwan,Noun,;  campuran
pasir,horsik,hOrsik,Noun,tolu bantei horsik pasir tiga bakul; 
pasti,jamin,jamin,Adjective,domma jamin ma roh ia! dia sudah pasti datang
pasung,bajang,bajaG,Noun,
patah,dopok,dOpO?,Adjective,
patah,maponggol,,Verb,
patah,ponggol,pOg:Ol,Adjective,"ponggol hayu iombus logou kayu itu patah dihembus angin; ponggol tobu, ki patah dua: ponggol do nahei ni kakinya patah dua; ; ; ; "
patah,rimpong,rimpOG,Adjective,dangkah ni mangga ai rimpong halani longon marhalissung dahan mangga itu patah karena angin beliung
patah,suak,,,
patah,terbad,tErbad,Adjective,terbad pat ni dayok ai igijig si Munir kaki ayam itu patah dilempar si Munir
patah (dahan atau cabang),suak,suwak,Adjective,dopma suak tupangni durian ai cabang durian itu sudah patah
patok,pantuk,pantu?,Noun,
patri,pijor,pijOr,Noun,
patri,podi,pOdi,Noun,"podi do bosi in! patri dulu besi ini!;  : mamodi bosi amang i bengkel ayah mematri besi di bengkel; pamodi   n   pematri;	tukang patri: pamodi pordomuan ni na pin bosi tukang patri menyatu- kan besi"
patuh,bohok,bOhOk,Adjective,bohok anak ni boru anak perempuan itu patuh
patuk,pagut,pagut,Noun,
patuk,pangkur,,,
patuk,sotok,sotO?,Noun,
patuk; ,pangkur,pak:ur,Verb,au ipangkur ulog aku dipatuk ular
patung,gana,gana,Noun,
patung,patung,patuG,Noun,amang mamboli patung ayah membeli patung
paya,paya,,,
payah,ragei,ragEy,Adjective,
payah,ranggei,raGgEy,Adjective,"hoja  hu adap, halani ranggei ni manangkul tanah dolging ai aku merasa sangat lelah karena susah sekali mencangkul tanah yang keras itu"
payah (membutuhkan waktu yang lama),mutir,mutir,Adjective,mutir tumang pulitan botahni boras on payah sekali mengutipi antah beras ini
payah dibelah,suing,suwiG,Adjective,tidak mau lurus dibelah: suing do bolah ni hayu on belah kayu ini tidak lurus
paya-paya,paya,paya,Noun,bolag timang paya i jon paya-paya itu sangat lebar
payung,payung,payuG,Noun,
payung,saong,saOG,Noun,; 
pe,pamasang,,,
pecah,ligah,,,
pecah,linat,lina:t,Verb,anak dayok aima linat anak ayam itu pecah
pecah,losah,lOsah,Adjective,domma losah jagul idudai jagung itu sudah pecah ditumbuk
pecah,posah,pOsah,Verb,posah golas ibahen anggi gelas pecah dibuat adik
pecah,pultak,pulta?,Verb,
pecah,puntar,puntar,Verb,puntar bayok ni pecah bisulnya
pecah,ripuk,ripu?,,: golas ai ripuk
pecah,rosak,rOsa?,,: ulang rosak golas ini jangan pecah gelas ini
pecah,tapis,tapis,Adjective,
pedagang,tiga,,,
pedang,podang,pOdaG,Noun,podang ni raja daud pedang Raja Daud
pedas,jahar,jahar,Noun,jahar tumang lassinani cabainya pedas sekali;
pedas,sahar,sahar,Noun,sahar parsahapni mambaen sigi uhurhu kata-katanya pedas membuat tersinggung perasa- anku
pedas,siak,siyak,Adjective,siak ni posal on do pecal ini pedas; ;  pedas
pedas,usil,usil,Noun,usil tumang sambal in sambal ini sangat pedas
pedih,niak,niya?,Noun,niak tumang ugahku lukaku pedih sekali
pegal,ngayot,GayOt,Noun,letih; ; pegal-pegal;
pegang,arhat,arhat,Verb,ulang songon i arhat jangan dipegang begitu
pegang,jamah,,,
pegang,jolom,jOlOm,Verb,jolom gogoh ase ulang madabuh! pegang kuat-kuat agar tidak jatuh!;
pegang,pogang,pOgaG,Verb,pogang hayu on pegang kayu itu; : ulang ipogang aili on! jangan di- pegang hutan itu!
pegang,potol,pOtOl,Verb,potol uluni dayok in ase ulang mangguas kepala ayam itu dipegang agar tidak menggelepar
pegangan,joloman ,,,
pegangan,pasihon,,,
pegangasewaktu keluar masuk rumah (biasanya ditempatkapada kiri-kanapintu),pasihon,pasihon,,
pegawai,gamot,gamOt,Noun,
pejalan,pardalan ,,,
pejam,pit,,,
pejamkan,pit ,,,
pekan,pokan,pOkan,Noun,eda marjual sia hu pokan kakak menjual cabe ke pekan
pekara,rana,rana,Noun,rana pambunuhan ai ape das sonari perkara pembunuhan itu belum selesai sampai sekarang
pekarangan,laman,,,
pekebun,parkobun,,Noun,
pekerja,parhorja,,,
pekerja,parhorja ,,,
pekerjaan,horjaon,,Noun,
pekerjaan,horjaon ,,,
pekerjaan,lahoan,lahOwan,Noun,"inang marsukkun, “ahado lahoan mu sonari?” ibu bertanya, “apakah pekerjaan saya sekarang?”"
pekerjaan borongan,borongan,bOrOGan,Noun,
pelabuhan,labuhan,labuhan,Noun,kapal ai labuhan i pinggir ni laut ai kapal itu berhenti di pelabuhan itu
peladang,parjuma ,,,
pelam,telambung,,,
pelam- pung,telambung,tElabbuG,Noun,bahen telambungni ase ulang mogap! buat pelam- pungnya supaya jangan teng- gelam!
pelan,anget,aGet,Adjective,"anget marsahap, ase ulang puho ompungmu pelan bericara agar tidak bangun nenekmu"
pelan,mungut,,,
pelan,nanget,,Adjective,
pelan; lambat,nanget,naGEt,Adjective,"mardalani	nanget	ompung nenek jalannya pelan-pelan; ; nanget--pelan; lambat-lambat"
"pelangi;	bianglala",halibitongan,halibitOGan,Noun,ra halibitongan dong halani udan nokkan ai mudah-mudahan ada pelangi karena hujan tadi; 
pelan-pelan ia marhata mungut tumang dia berbicara pelan-pelan,mungut,muGut,Verb,
pelari,parlintun ,,,
pelawan,sipangalo,,Noun,
pelawan,sipangalo ,,,
pelempar,pagombung,,,
pelempar,pagombung ,,,
pelempar,pandanggur ,,,
pelempar,panggijig ,,,
pelepah,hampah,happah,Noun,domma ibuat ho hampah ni hanei mai? sudah kau ambil pelepah talasmu itu?
pelepah,hodong,hOdOG,Noun,boban lobei hujon hodong galuh ai! bawa dulu ke mari pelepah pisang itu!
pelepah,hulampah,hulappah,Noun,gijikkon lobei hulampah ni halambir ai! buangkan dulu pelepah kelapa itu!
pelepah,lawak,lawak,Noun,lawakni buluh pelepah bambu
pelepah daun,rongkap,,,
pelepah daun talas yang dilengketkan pada pelepah aren untuk menam- pung air aren yang sedang di- sadap,rongkap,rOk:ap,Noun,
pelepah pinang,upih,upih,Noun,songon upih halak ai orang itu seperti pelepah pinang (sangat kurus)
pelibas,pambasbas,,,
pelihara,pahan,pahan,Verb,sadiha pahan i ho hambing? berapa ekor kambing yang kamu pelihara?;
pelihara dengan baik,inu,inu,Verb,inu danak ai! pelihara anak itu dengan baik
pelimbahan,bondar,,,
pelindung,panggomgom,,Noun,
peluk,alehon,alEhOn,Verb,maralehon sidea halani marsihol mereka berpelukan karena rindu
peluk,dahop,,,
peluk,hopkop,hOpkOp,Verb,dekap; ; ; ; berdekap;
peluk,rohop,rOhOp,Verb,
peluk,ropos,rOpOs,Verb,
peluk kuat,sotol,,,
peluk; dekap,dahop,dahOp,Verb,dohop anggi min ase ulang madabuh peluk adikmu agar tidak jatuh;
pelukaan,parugahon,,,
pelupa,parlolos,,,
peluru,pelor,pElOr,Noun,lang adong pelor ni bodil bedil ini tidak  ada pelurunya
pemahat,partuhil,,,
pemahatan,patuhilon ,,,
pemain,pargasing,,Noun,
pemain seruling,parsulim ,,,
pemalu,parmaila,,,
pemalu,parmela,,,
pemancing,pangkail,,Noun,
pemandian,tapian,tapiyan,Noun,tempat mandi
pemanen,pamariama ,,,
pemanggil,pandilo,,,
pemangkas,parpangkas,,Noun,
pemangkas,"parpangkas 
",,,
pemangku,parabing ,,,
pemanjat,panangkih,,Noun,
pemanjat,panangkih ,,,
pemarah,parlaga,,,
pemarut,pangkuhur,,,
pemasak,panlompah,,,
pemasangan,pamasangan,,,
pematah,pamonggol,,Noun,
pematah,pamonggol ,,,
pematang,gadu,,,
pematang,galung,galuG,Noun,mananam gadung jalur galung i galung do ase bahat buahna menanam ubi jalar di pematang agar banyak buahnya
pematri,pamodi ,,,
pembakar,panurbui,,,
pembakar,panurbui ,,,
pembangkang,batal,batal,Adjective,batal dakadanak ai anak itu pembangkang
pembangkang,panjua,,Noun,
pembantu,hatoban,hatOban,Noun,buruh;
pembantu,pangurup ,,,
pembawaan,merung,,,
pembelah,parbatis,,,
pembelah,partaha ,,,
pembeli,pamboli ,,,
pembelian,pambolion,,,
pembengkokan,pagedugkon,,,
pembenih,parbonih,,,
pembentuk verba di,i,i,,
pemberani,parpag ,,,
pemberat jala,simbora,,,
pemberhentian,parhontian,,,
pemberi,pambere,,,
pemberian,parrupei,,,
pemberian,tumpak,tuppak,Noun,bantuan
pemberiann,bere,,,
pemberitahuan,bugah,,,
pembersih,pamborsih,,,
pembersih,papasing ,,,
pembersihan,papasingon,,,
pembiakan,panggargarhon,,Noun,
pembicara,parsahap ,,,
pembimbing,panogu,,,
pembual,onggih,oGgih,Noun,onggih dassa ai na lang marbukti pembual ceritanya banyak tapi tak terbukti
pembuat,panombei,,,
pembuat,sibahen,,,
pembujuk,panganju,,,
pembuka,pambuha ,,,
pembukaan,rom,,,
pembungkus,pambalut ,,,
pembunuh,pamunuh ,,,
pemburu,parburu,,,
pembusuk,pamasik,,,
pemegang,panjolom ,,,
pemenang,namonang,,Noun,
pemenang,pamonang,,Noun,
pemenang,pamonang ,,,
pemerintah,panitah,,,
pemetik,panilpak,,,
pemiaraan,parpinahan,,Noun,
pemiaraan,parpinahan ,,,
pemijat,pamisat,,,
pemijat,paralud,,,
pemikul,panghallung ,,,
pemikul orang yang memikul,palanja ,,,
pemilik,pargotong,,Noun,
pemilik,parsolu,,Noun,
pemilikan,pargotongkon,,Noun,
pemimpi,parnipi,,,
pemimpin,pambobahi,,Noun,
peminta,indo,,,
peminta,pamindo ,,,
pemintal,pangidas,,Noun,
peminum,parminum ,,,
pemisah,panirang,,Noun,
pemisah,panirang ,,,
pemotong,pangobog ,,,
pemotongan,pangobogan,,,
pemuda,garama,garama,Raya,sabotulni garama 17 tahun hu atas do umurni sebenarnya yang disebut pemuda umurnya 17 tahun ke atas
pemukul,panaik,,,
pemukul,paulpak,,,
pemuntah,parutah,,,
pemurah,hangkei,hakkEy,Adjective,halak na hangkei payah  do lang mambere orang yang pemurah sulit kalau tidak memberi
pemurah,lajak,lajak,Noun,
pemurah,layak,,,
pemurah; orang yang suka memberi,layak,laya:k,Adjective,halak na layak tongtong do Tuhan mambere hatonangan hu bani orang yang pemurah Tuhanlah yang memberikan ketenangan kepadanya;
pemusing,paminggot ,,,
pemutus,panrotap ,,,
pena,pena,pEna,Noun,pena bahen manulis pena untuk menulis peneng [pEnEG] v pusing: peneng
penadah,panedek,,,
penahan,panahan ,,,
penampung,pananggo,,,
penanam,panuan ,,,
penanaman,panuanan,,,
penanda vokal o,sihorlu,,,
penanda vokal o pada aksara Batak,sihorlu,sihOrlu,Noun,
penanduk,pananduk,,,
penangkap,parpolang,,Noun,
penanya,panungkun ,,,
penapai,panapei,,,
penari,panortor ,,,
penarik,panarad,,Noun,
penarik,panarik ,,,
pencabut,pangumpat ,,,
pencairan,palalaon ,,,
pencambuk,pallonsing ,,,
pencampur,panampur,,,
pencampur,panombur,,Noun,
pencampur,panombur ,,,
pencari,panorihi ,,,
pencari,parsoban,,,
pencari ikan,pardengke ,,,
pencarian,panorihon ,,,
pencarian,pansarian,,,
pencarian,parjarahan,,Noun,
pencekik,pamongkik ,,,
pencekik,panongkik,,Noun,
pencemburu,"paritug 
",,,
pencium,pangummah ,,,
pencubit,panggotik ,,,
pencungkil,paungkil,,Noun,
pencuri,panangko ,,,
pendahulu,panglobei,,,
pendek,gopok,gOpOk,Adjective,
pendek,gopuk,gOpu?,Adjective,
pendek,pondok,pOndO?,Adjective,pondok angkulani tubuhnya pendek;
pendek,pondol,,,
pendek benar,jolpok,jOlpOk,Adjective,jolpok jajari ni tanganni sada jari tangannya satu pendek benar
pendek bulat,gopong,gOpOG,Raya,
pendengar,pambogei,,,
pendiam,lansi,lassi,Adjective,halak na lansi payah do mamah hasoman orang pendiam  sulit di jadikan teman
pendiam,parsip ,,,
pendinding,padingding ,,,
pendorong,pangonjar ,,,
pendusta,paguak,,Noun,
pendusta,paguak ,,,
penebas,partobas ,,,
penebus,panobus,,,
penembak,panembak ,,,
penempah,panopa,,,
penenun,partonun ,,,
penerang,panorang,,Noun,
penerima,panampin,,,
penerima,panjalo ,,,
penerimaan,panjaloan,,,
penerkam,pandorab,,,
peng,pamosonghon ,,,
pengangkat,pangayob ,,,
pengantar,panaruhkon ,,,
pengantar,pinadas,,,
pengantar kiriman,pinadas,pinadas,Noun,
pengantin,siparunjuk,,,
pengasingan,paleganon,,Noun,
pengatur,pangatur,,,
pengawal,ihat,ihat,Noun,bertuah
pengayak,panege,,,
pengejar,pangayak ,,,
pengejar,partulus,,,
pengekor,pangihur ,,,
pengeluh,parholsoh,,Noun,
pengembara,awat,awat,Noun,halak awat orang pengembara
pengepal,pamohul,,Noun,
pengering,panghorah ,,,
pengeringan,pahorahon ,,,
pengeruh,panggomburi,,,
pengetahuan,parbinotohan ,,,
pengetam,pangahotam,,,
pengetam,panghotam,,Noun,
pengetaman,panghotaman,,Noun,
pengetaman,panghotaman ,,,
pengetua,partuha,,Noun,
pengetua,partuha ,,,
penggali,panahur ,,,
penggali,panghuar,,,
penggali,"panghurak 
",,,
penggali,panguhal,,,
penggalian,pangongkalan ,,,
pengganggu,panggarjou,,Noun,
pengganti,hasilian,,,
pengganti nama,pan,,,
pengganti nama untuk kaum laki-laki,pan,pan,Pronoun,pan Jamaruli bapak si Jamaruli
pengganti; seperti,hasilian,hasiliyan,Particle,hamma huanggap hasilian ni inangku kaulah kuanggap seperti ibuku
pengge,pamomburhon,,,
penggendong,panangking,,Noun,
penggendong,panangking ,,,
penggetar,hitir,,,
penggigit,pangharat ,,,
penggilingan,panggilingan,,,
penggorengan,panggorengan,,,
penggosok,pangugus,,,
penggosok,pangugus ,,,
penggoyang,pandugur,,,
penghabisan,pangambis,,Noun,
penghabisan,punsu,pus:u,Noun,punsu ni dalan penghabisan jalan
penghafalan,pangapilan ,,,
penghambat,pangolat ,,,
penghambatan,pangolatan,,,
penghangat,pamalas,,,
penghapus,panasap,,,
penghina,pandorun ,,,
penghinaan,dorun,,,
penghitam,pambirong,,,
penghulu,pangulu,paGulu,Noun,kepala kampung
pengikat antara pisau dan tangkainya yang terbuat dari besi  atau rotan,langgou,laGgow,Noun,
pengikir,pangihir  ,,,
pengikir,pangkihir,,,
pengikut,pangihut ,,,
pengiri,parsubil,,,
pengirim,panghirim ,,,
pengirim,panongos ,,,
pengiring,pangirik ,,,
pengiris,pangiris ,,,
pengisi,pangisi ,,,
pengkar,balibison,,,
pengkar baliga [baliga] n perkakas tenun balik [bali?] v balik,balibison,balibisOn,Adjective,
pengkhianat,partahi,,,
penglihatan,panonggoran ,,,
pengonsep,panhonrap,,,
pengopi,pangopi,,,
pengotori,pambutakhon,,Noun,
pengotori,pambutakhon ,,,
pengrajin,paromas,,,
penguasa,panguasa,,Noun,
